date,open,high,low,close,volume,dollar_volume,trade_count,sources
2011-02-10,0.200000,0.210000,0.200000,0.210000,5200,1092.00,2,local-cache
2011-02-11,0.210000,0.210000,0.210000,0.210000,2400,504.00,1,local-cache
2011-02-15,0.200000,0.200000,0.200000,0.200000,5000,1000.00,1,local-cache
2011-02-16,0.350000,0.350000,0.220000,0.220000,800,176.00,2,local-cache
2011-02-17,0.210000,0.210000,0.210000,0.210000,25000,5250.00,1,local-cache
2011-02-24,0.200000,0.220000,0.200000,0.220000,1448800,318736.00,9,local-cache
2011-02-25,0.250000,0.280000,0.240000,0.280000,250000,70000.00,6,local-cache
2011-02-28,0.280000,0.290000,0.270000,0.270000,92250,24907.50,5,local-cache
2011-03-01,0.280000,0.280000,0.280000,0.280000,3500,980.00,1,local-cache
2011-03-02,0.280000,0.280000,0.270000,0.270000,32624,8808.48,2,local-cache
2011-03-03,0.340000,0.340000,0.280000,0.290000,25580,7418.20,4,local-cache
2011-03-04,0.300000,0.300000,0.300000,0.300000,500,150.00,1,local-cache
2011-03-07,0.340000,0.340000,0.340000,0.340000,0,0.00,1,local-cache
2011-03-08,0.340000,0.340000,0.340000,0.340000,29500,10030.00,6,local-cache
2011-03-09,0.340000,0.340000,0.320000,0.320000,16500,5280.00,3,local-cache
2011-03-15,0.300000,0.300000,0.280000,0.300000,187800,56340.00,8,local-cache
2011-03-16,0.300000,0.300000,0.300000,0.300000,4277,1283.10,1,local-cache
2011-03-17,0.300000,0.300000,0.300000,0.300000,4000,1200.00,2,local-cache
2011-03-18,0.350000,0.350000,0.300000,0.300000,22800,6840.00,5,local-cache
2011-03-22,0.290000,0.290000,0.290000,0.290000,2000,580.00,1,local-cache
2011-03-24,0.320000,0.320000,0.320000,0.320000,1000,320.00,1,local-cache
2011-03-29,0.290000,0.290000,0.290000,0.290000,11500,3335.00,2,local-cache
2011-03-31,0.290000,0.290000,0.290000,0.290000,2000,580.00,1,local-cache
2011-04-01,0.290000,0.300000,0.290000,0.300000,30900,9270.00,2,local-cache
2011-04-04,0.320000,0.320000,0.290000,0.290000,37096,10757.84,6,local-cache
2011-04-05,0.300000,0.300000,0.300000,0.300000,3980,1194.00,1,local-cache
2011-04-06,0.300000,0.300000,0.300000,0.300000,500,150.00,1,local-cache
2011-04-07,0.300000,0.300000,0.300000,0.300000,500,150.00,1,local-cache
2011-04-11,0.305000,0.305000,0.305000,0.305000,1670,509.35,1,local-cache
2011-04-12,0.305000,0.305000,0.300000,0.300000,21360,6408.00,2,local-cache
2011-04-13,0.300000,0.300000,0.300000,0.300000,22000,6600.00,2,local-cache
2011-04-14,0.300000,0.300000,0.300000,0.300000,4200,1260.00,1,local-cache
2011-04-18,0.280000,0.300000,0.280000,0.290000,373211,108231.19,9,local-cache
2011-04-20,0.280000,0.280000,0.280000,0.280000,28126,7875.28,2,local-cache
2011-04-26,0.231000,0.280000,0.231000,0.280000,14337,4014.36,3,local-cache
2011-04-27,0.240000,0.240000,0.240000,0.240000,1731,415.44,1,local-cache
2011-04-28,0.280000,0.280000,0.280000,0.280000,55500,15540.00,4,local-cache
2011-04-29,0.280000,0.280000,0.280000,0.280000,5000,1400.00,1,local-cache
2011-05-02,0.280000,0.290000,0.280000,0.290000,18000,5220.00,3,local-cache
2011-05-03,0.290000,0.290000,0.290000,0.290000,1500,435.00,1,local-cache
2011-05-05,0.340000,0.340000,0.340000,0.340000,3800,1292.00,1,local-cache
2011-05-06,0.280000,0.340000,0.280000,0.340000,16600,5644.00,3,local-cache
2011-05-09,0.340000,0.340000,0.340000,0.340000,1000,340.00,1,local-cache
2011-05-10,0.300000,0.300000,0.300000,0.300000,11000,3300.00,2,local-cache
2011-05-11,0.300000,0.300000,0.300000,0.300000,10000,3000.00,1,local-cache
2011-05-13,0.300000,0.300000,0.300000,0.300000,2000,600.00,1,local-cache
2011-05-16,0.300000,0.300000,0.300000,0.300000,4335,1300.50,1,local-cache
